,Keyword,Chi-Square,P-Value,Association,OddsRatio
12440,to experience left,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12441,feels cold,0.23403653161881685,0.6285468203166699,Not Significant,inf
12442,have referred him,2.8324696351890655,0.09237620514067671,Not Significant,inf
12443,imaging has not,0.0,1.0,Not Significant,inf
12444,ozone and,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12445,in this,0.0,1.0,Not Significant,inf
12446,subtle signs of,0.0,1.0,Not Significant,inf
12447,otherwise reported to,0.0,1.0,Not Significant,inf
12448,fall in 2015,0.0,1.0,Not Significant,inf
12449,smith for spine,0.22538160910368307,0.634969644674713,Not Significant,1.1702127659574468
12450,is performing,0.7464439393188353,0.3876044413858035,Not Significant,0.463768115942029
12451,left hip and,0.0,1.0,Not Significant,0.7163120567375887
12452,and improving,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12453,find benefit,0.0,1.0,Not Significant,0.7163120567375887
12454,known allergies,0.9152548995488472,0.33872397300727486,Not Significant,2.0572519083969465
12455,of the spinal,0.23403653161881685,0.6285468203166699,Not Significant,inf
12456,as distally,0.0,1.0,Not Significant,inf
12457,struggling to complete,0.0,1.0,Not Significant,inf
12458,the legs,0.0,1.0,Not Significant,inf
12459,in functional limitations,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12460,not providing significant,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12461,which she does,0.23403653161881685,0.6285468203166699,Not Significant,inf
12462,smith has sought,0.0,1.0,Not Significant,0.7163120567375887
12463,with sharp,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12464,right paracentral disc,0.0,1.0,Not Significant,0.7163120567375887
12465,if he might,0.0,1.0,Not Significant,inf
12466,and weighs 90,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12467,gentle spinal mobilization,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12468,driver and teach,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12469,relates that her,0.0,1.0,Not Significant,inf
12470,which may,0.1409721764832986,0.7073164438110074,Not Significant,0.4714285714285714
12471,night and,0.9134525187097302,0.33920002043905473,Not Significant,0.0
12472,a seated position,0.0,1.0,Not Significant,inf
12473,was observed to,0.0,1.0,Not Significant,1.4428571428571428
12474,and cervical,0.23403653161881685,0.6285468203166699,Not Significant,inf
12475,her left hip,0.0,1.0,Not Significant,0.7163120567375887
12476,on l3,0.0,1.0,Not Significant,inf
12477,and percocet prn,0.0,1.0,Not Significant,inf
12478,positive supine straight,0.0,1.0,Not Significant,inf
12479,few years ago,0.19838170973216562,0.6560302663275008,Not Significant,1.711111111111111
12480,her bowel,0.030954846727423407,0.8603411623475206,Not Significant,2.179856115107914
12481,examination reveals his,0.0,1.0,Not Significant,0.7163120567375887
12482,something like,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12483,substantive relief,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12484,performed august 5,0.0,1.0,Not Significant,inf
12485,extremity symptoms,0.0,1.0,Not Significant,0.7163120567375887
12486,leg travels,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12487,her surgical history,0.10983015658274958,0.7403375829953007,Not Significant,1.8248175182481752
12488,mg x,0.0,1.0,Not Significant,inf
12489,and very,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12490,condition has declined,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12491,of images,0.0,1.0,Not Significant,0.7163120567375887
12492,and pregabalin but,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12493,mri february 9,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12494,straight leg raise,0.018888135706694138,0.8906876677537943,Not Significant,0.8492307692307692
12495,review of the,0.0,1.0,Not Significant,0.9565217391304348
12496,she has fallen,0.23403653161881685,0.6285468203166699,Not Significant,inf
12497,we seek a,0.08388136974151478,0.7721048177986278,Not Significant,0.3546099290780142
12498,100 mg 3,0.0,1.0,Not Significant,inf
12499,right thigh,0.0,1.0,Not Significant,1.4428571428571428
12500,has had lithotripsy,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12501,restful sleep now,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12502,he complete his,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12503,of her right,0.0,1.0,Not Significant,inf
12504,surgical history includes,0.09562026928374598,0.7571501705140008,Not Significant,1.3435114503816794
12505,indicate that he,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12506,on review of,0.0,1.0,Not Significant,inf
12507,severe left and,0.0,1.0,Not Significant,0.7163120567375887
12508,perform heel walking,0.08388136974151478,0.7721048177986278,Not Significant,0.3546099290780142
12509,that updated lumbar,0.0,1.0,Not Significant,inf
12510,flexor halluces and,0.0,1.0,Not Significant,inf
12511,left femoral artery,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12512,her job in,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12513,significantly impeded due,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12514,pain levels appeared,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12515,is also a,0.1409721764832986,0.7073164438110074,Not Significant,0.4714285714285714
12516,avoid prolonged sitting,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12517,any substantive,0.0,1.0,Not Significant,0.7163120567375887
12518,of left l4,0.0,1.0,Not Significant,1.4428571428571428
12519,scoliosis as,0.0,1.0,Not Significant,inf
12520,60 od,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12521,with lower,0.0,1.0,Not Significant,0.7163120567375887
12522,presented today with,0.0,1.0,Not Significant,inf
12523,is rather unremarkable,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12524,symptoms remain,0.10983015658274958,0.7403375829953007,Not Significant,1.8248175182481752
12525,standing was,0.0,1.0,Not Significant,inf
12526,he takes nexium,0.0,1.0,Not Significant,inf
12527,diclofenac and lyrica,0.0,1.0,Not Significant,inf
12528,rf ablations for,0.0,1.0,Not Significant,inf
12529,the study reveals,0.23403653161881685,0.6285468203166699,Not Significant,inf
12530,is remarkable for,0.04380005523336084,0.8342260516825205,Not Significant,0.708029197080292
12531,get restorative sleep,1.4353643100432663,0.23089097141425874,Not Significant,inf
12532,leg dominance to,0.0,1.0,Not Significant,0.7163120567375887
12533,changes noted in,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12534,also lower back,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12535,possible that he,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12536,but increased,0.0,1.0,Not Significant,0.7163120567375887
12537,is otherwise reported,0.0,1.0,Not Significant,inf
12538,left posterior,0.7888576816579786,0.37444576110523364,Not Significant,inf
12539,want to,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12540,and marketing,0.0,1.0,Not Significant,inf
12541,due to degenerative,0.0,1.0,Not Significant,inf
12542,to manage chores,1.4973294719920416,0.22108272391401357,Not Significant,0.27714285714285714
12543,of an s1,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12544,is chronic for,0.0,1.0,Not Significant,inf
12545,receiving epidural,0.0,1.0,Not Significant,0.7163120567375887
12546,has also,0.5697355488429299,0.4503640213579947,Not Significant,1.856060606060606
12547,and numbness with,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12548,is for one,0.0,1.0,Not Significant,inf
12549,of oa of,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12550,a little relief,0.0,1.0,Not Significant,0.7142857142857143
12551,not think it,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12552,and imaging findings,0.0,1.0,Not Significant,1.0808823529411764
12553,on january,0.23403653161881685,0.6285468203166699,Not Significant,inf
12554,onset of leg,0.0,1.0,Not Significant,0.7163120567375887
12555,but plain films,0.0,1.0,Not Significant,inf
12556,hips bilaterally but,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12557,and lumbar spine,0.0,1.0,Not Significant,inf
12558,toradol as,0.0,1.0,Not Significant,inf
12559,not daily,0.0,1.0,Not Significant,inf
12560,reports limited,0.7888576816579786,0.37444576110523364,Not Significant,inf
12561,as i work,0.23403653161881685,0.6285468203166699,Not Significant,inf
12562,undertaking if she,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12563,includes hysterectomy,0.0,1.0,Not Significant,inf
12564,occasional tingling,0.0,1.0,Not Significant,0.7163120567375887
12565,facet joint changes,0.0,1.0,Not Significant,inf
12566,in part,0.030954846727423407,0.8603411623475206,Not Significant,2.179856115107914
12567,and moderate right,0.0,1.0,Not Significant,1.4428571428571428
12568,back surgery,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12569,can walk,0.23403653161881685,0.6285468203166699,Not Significant,inf
12570,to a concussion,0.0,1.0,Not Significant,inf
12571,some antibiotics,0.0,1.0,Not Significant,inf
12572,calf pain which,0.0,1.0,Not Significant,inf
12573,of severe,0.09606676570579667,0.7566017232987258,Not Significant,1.462686567164179
12574,in 2020 which,0.0,1.0,Not Significant,inf
12575,sleep on her,0.0,1.0,Not Significant,inf
12576,numbness distal to,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12577,examination did,0.0,1.0,Not Significant,0.7142857142857143
12578,gait is,0.7888576816579786,0.37444576110523364,Not Significant,inf
12579,appropriate that we,0.1409721764832986,0.7073164438110074,Not Significant,0.4714285714285714
12580,other than dyslipidemia,0.23403653161881685,0.6285468203166699,Not Significant,inf
12581,tylenol arthritis,0.0,1.0,Not Significant,0.7163120567375887
12582,the cardiac stent,0.0,1.0,Not Significant,inf
12583,has some neurogenic,0.0,1.0,Not Significant,inf
12584,any relief,0.23403653161881685,0.6285468203166699,Not Significant,inf
12585,noted at,0.0,1.0,Not Significant,0.7163120567375887
12586,replacement and had,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12587,lower back injuries,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12588,did so for,0.0,1.0,Not Significant,inf
12589,acute back pain,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12590,no urinary,0.0,1.0,Not Significant,0.7163120567375887
12591,thoracic area spreading,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12592,radiculopathy and progressive,0.0,1.0,Not Significant,inf
12593,require a surgical,0.23403653161881685,0.6285468203166699,Not Significant,inf
12594,completion of the,0.0,1.0,Not Significant,inf
12595,find relief,0.08388136974151478,0.7721048177986278,Not Significant,0.3546099290780142
12596,emg for,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12597,and chemotherapy,0.0,1.0,Not Significant,inf
12598,worsening left s1,0.0,1.0,Not Significant,inf
12599,woman in,0.0,1.0,Not Significant,inf
12600,was managing reasonably,0.0,1.0,Not Significant,inf
12601,performed in 2018,0.23403653161881685,0.6285468203166699,Not Significant,inf
12602,patellae adn achilles,0.0,1.0,Not Significant,inf
12603,a neurologist and,0.0,1.0,Not Significant,inf
12604,cardinal findings on,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12605,i feel that,0.08388136974151478,0.7721048177986278,Not Significant,0.3546099290780142
12606,significant hip,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12607,rate for,0.0,1.0,Not Significant,1.0808823529411764
12608,sensation with reduced,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12609,an antihypertensive,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12610,the ongoing lower,0.0,1.0,Not Significant,inf
12611,spine is of,0.0,1.0,Not Significant,inf
12612,tricyclic such as,0.0,1.0,Not Significant,inf
12613,the aid of,0.7139097561145417,0.3981489151668771,Not Significant,3.6861313868613137
12614,his physician about,0.7888576816579786,0.37444576110523364,Not Significant,inf
12615,quick should,0.0,1.0,Not Significant,inf
12616,with her pain,0.0,1.0,Not Significant,inf
12617,has had orif,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12618,smith afterward,0.0,1.0,Not Significant,inf
12619,pain through her,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12620,changes that,0.0,1.0,Not Significant,inf
12621,in too much,0.0,1.0,Not Significant,inf
12622,and which,0.0,1.0,Not Significant,0.7163120567375887
12623,findings and notwithstanding,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12624,stable sized,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12625,with more,0.23403653161881685,0.6285468203166699,Not Significant,inf
12626,sign was,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12627,not typical,0.0,1.0,Not Significant,inf
12628,spinal canal and,0.23403653161881685,0.6285468203166699,Not Significant,inf
12629,travels to,2.122251533650175,0.14517298962461925,Not Significant,inf
12630,of s1 nerve,0.0,1.0,Not Significant,inf
12631,for pain,0.007774715385337915,0.9297381063920489,Not Significant,0.8858267716535433
12632,physical therapy he,0.0,1.0,Not Significant,inf
12633,spinal i,0.0,1.0,Not Significant,inf
12634,very long,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12635,as a ppi,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12636,pain with prolonged,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12637,the symptoms have,0.23403653161881685,0.6285468203166699,Not Significant,inf
12638,dorsiflexion and hamstrings,0.0,1.0,Not Significant,inf
12639,includes a history,0.0,1.0,Not Significant,inf
12640,a presurgical,0.0,1.0,Not Significant,inf
12641,she has bladder,0.0,1.0,Not Significant,inf
12642,but could not,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12643,pain remains disabling,0.0,1.0,Not Significant,0.7163120567375887
12644,over the last,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12645,endometriosis and,0.0,1.0,Not Significant,inf
12646,get restorative,0.2923199051557688,0.5887377016920815,Not Significant,2.927536231884058
12647,on personal review,0.0,1.0,Not Significant,0.8558823529411764
12648,pregabalin is helping,0.0,1.0,Not Significant,inf
12649,but an epidural,0.0,1.0,Not Significant,inf
12650,l5 spondylolysis,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12651,the gluteus,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12652,dorsum of,1.6682083476327643,0.19649868345728247,Not Significant,0.17375886524822695
12653,a surgical,0.0,1.0,Not Significant,0.9183673469387755
12654,there also,0.0,1.0,Not Significant,inf
12655,limp favouring her,0.23403653161881685,0.6285468203166699,Not Significant,inf
12656,can go,0.0,1.0,Not Significant,inf
12657,appeared disproportionate to,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12658,is doing aquatherapy,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12659,has undergone physical,0.0,1.0,Not Significant,inf
12660,some neurogenic,0.0,1.0,Not Significant,inf
12661,toe walk without,0.072885813908794,0.7871804652500258,Not Significant,0.7828282828282829
12662,she can apply,0.0,1.0,Not Significant,inf
12663,such as gabapentin,0.0,1.0,Not Significant,0.7163120567375887
12664,an s1,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12665,which involved,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12666,is otherwise unremarkable,0.030954846727423407,0.8603411623475206,Not Significant,2.179856115107914
12667,the anterior leg,0.0,1.0,Not Significant,1.4428571428571428
12668,occasional numbness,0.9134525187097302,0.33920002043905473,Not Significant,0.0
12669,mobilization to the,0.0,1.0,Not Significant,0.7163120567375887
12670,she does report,0.0,1.0,Not Significant,inf
12671,maintain her functioning,0.0,1.0,Not Significant,inf
12672,90 kg,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12673,raising and slump,4.71881655175167e-05,0.9945190834096732,Not Significant,1.4492753623188406
12674,the radiologist,0.08388136974151478,0.7721048177986278,Not Significant,0.3546099290780142
12675,october 28,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12676,emg study be,0.0,1.0,Not Significant,inf
12677,the left ehl,0.25882151993845565,0.6109309446713078,Not Significant,1.476923076923077
12678,be advanced,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12679,him after,0.0,1.0,Not Significant,1.0808823529411764
12680,if his back,0.0,1.0,Not Significant,inf
12681,right knee,0.2923199051557688,0.5887377016920815,Not Significant,2.927536231884058
12682,10 cigarettes,0.0,1.0,Not Significant,inf
12683,we discussed alternatives,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12684,they are,0.0,1.0,Not Significant,inf
12685,not provocative bilaterally,0.030954846727423407,0.8603411623475206,Not Significant,2.179856115107914
12686,taking is gabapentin,0.23403653161881685,0.6285468203166699,Not Significant,inf
12687,has improved,0.9134525187097302,0.33920002043905473,Not Significant,0.0
12688,provide additional useful,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12689,block at,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12690,disrupted sleep,0.0,1.0,Not Significant,inf
12691,performing chores at,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12692,providing significant relief,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12693,has not obtained,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12694,left knee flexion,0.23403653161881685,0.6285468203166699,Not Significant,inf
12695,a neurologist,0.0,1.0,Not Significant,1.079136690647482
12696,that symptoms are,0.7160326337107611,0.39744836874090006,Not Significant,0.23404255319148937
12697,requisitioned a thoracic,0.0,1.0,Not Significant,inf
12698,wellbutrin 150 mg,0.0,1.0,Not Significant,inf
12699,scale at best,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12700,a surgical opinion,0.0,1.0,Not Significant,inf
12701,psw but,0.0,1.0,Not Significant,inf
12702,3 cigarettes per,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12703,walking for,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12704,in august,0.7160326337107611,0.39744836874090006,Not Significant,0.23404255319148937
12705,limitation appears,0.0,1.0,Not Significant,inf
12706,plain film,0.04380005523336084,0.8342260516825205,Not Significant,0.708029197080292
12707,disc material in,0.0,1.0,Not Significant,inf
12708,not to delay,0.0,1.0,Not Significant,inf
12709,had orif,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12710,me that he,0.0,1.0,Not Significant,1.4428571428571428
12711,that he see,0.0,1.0,Not Significant,inf
12712,power is grade,5.818504523073402,0.01585842283496402,Significant,2.0654117647058823
12713,with aquatherapy and,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12714,pain a,1.0072805198115888,0.3155552249094245,Not Significant,0.7360718870346599
12715,400 mg,0.23403653161881685,0.6285468203166699,Not Significant,inf
12716,she has just,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12717,and a new,0.0,1.0,Not Significant,inf
12718,performed which reveals,0.0,1.0,Not Significant,inf
12719,the lateral toes,0.0,1.0,Not Significant,inf
12720,he reports having,0.0,1.0,Not Significant,0.9565217391304348
12721,do recreational,0.0,1.0,Not Significant,inf
12722,age of the,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12723,to the bunion,0.0,1.0,Not Significant,inf
12724,nerve root at,0.0,1.0,Not Significant,inf
12725,moderate degenerative,0.0,1.0,Not Significant,inf
12726,he experience,1.4353643100432663,0.23089097141425874,Not Significant,inf
12727,band of,0.0,1.0,Not Significant,inf
12728,accident and,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12729,recommended that i,0.0,1.0,Not Significant,0.7163120567375887
12730,and concern regarding,0.0,1.0,Not Significant,0.7163120567375887
12731,work since may,0.23403653161881685,0.6285468203166699,Not Significant,inf
12732,are no,1.165614931418576,0.2803040894446843,Not Significant,1.4604715672676838
12733,but consideration should,0.23403653161881685,0.6285468203166699,Not Significant,inf
12734,and weighs 165,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12735,walk for up,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12736,there are increased,0.0,1.0,Not Significant,0.7163120567375887
12737,more severe,0.0,1.0,Not Significant,inf
12738,to the calf,4.71881655175167e-05,0.9945190834096732,Not Significant,1.4492753623188406
12739,catharines on may,0.0,1.0,Not Significant,inf
12740,qhs or prn,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12741,herniation after,0.0,1.0,Not Significant,inf
12742,and remaining active,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12743,mg qam,0.0,1.0,Not Significant,0.7163120567375887
12744,mostly in,0.0,1.0,Not Significant,0.7163120567375887
12745,the past few,0.0,1.0,Not Significant,0.7163120567375887
12746,therefore am,0.0,1.0,Not Significant,inf
12747,back condition,0.0,1.0,Not Significant,inf
12748,to hardware artifact,0.0,1.0,Not Significant,inf
12749,his leg pain,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12750,that recent injections,0.0,1.0,Not Significant,inf
12751,significantly more pain,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12752,is continuing to,4.0047389491245475,0.04537252292741331,Significant,0.11347517730496454
12753,prescribed exercises,0.2923199051557688,0.5887377016920815,Not Significant,2.927536231884058
12754,had experienced significant,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12755,her lower extremity,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12756,remarkable for epilepsy,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12757,sensation along the,0.0,1.0,Not Significant,0.7122302158273381
12758,also a,0.0037859527318370597,0.9509370465483541,Not Significant,1.2703703703703704
12759,smith has extensive,0.0,1.0,Not Significant,inf
12760,her at least,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12761,for further,0.6908819313419929,0.40586456509552804,Not Significant,0.35
12762,contributory to her,0.0,1.0,Not Significant,inf
12763,right leg than,0.0,1.0,Not Significant,inf
12764,surgical candidacy is,0.0,1.0,Not Significant,inf
12765,lie in,0.0,1.0,Not Significant,inf
12766,undergone physical,0.0,1.0,Not Significant,0.7163120567375887
12767,minutes per,0.0,1.0,Not Significant,inf
12768,reduction in,0.9134525187097302,0.33920002043905473,Not Significant,0.0
12769,november 27,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12770,every 3,0.0,1.0,Not Significant,inf
12771,present only,0.0,1.0,Not Significant,inf
12772,seen sooner rather,0.0,1.0,Not Significant,inf
12773,relief with chiropractic,0.9134525187097302,0.33920002043905473,Not Significant,0.0
12774,drop an,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12775,and had,4.71881655175167e-05,0.9945190834096732,Not Significant,1.4492753623188406
12776,ehl which,0.0,1.0,Not Significant,1.0281385281385282
12777,recommended to,0.4882592931744806,0.48470482305698714,Not Significant,1.6124031007751938
12778,but says,0.0,1.0,Not Significant,inf
12779,incontinence and some,0.0,1.0,Not Significant,inf
12780,more right,0.23403653161881685,0.6285468203166699,Not Significant,inf
12781,of l2,0.23403653161881685,0.6285468203166699,Not Significant,inf
12782,and was let,0.0,1.0,Not Significant,inf
12783,february 6,0.0,1.0,Not Significant,inf
12784,symptoms rather than,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12785,explain all of,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12786,and saw a,0.0,1.0,Not Significant,inf
12787,not obtained,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12788,the left lower,0.2923199051557688,0.5887377016920815,Not Significant,2.927536231884058
12789,present for several,0.030954846727423407,0.8603411623475206,Not Significant,2.179856115107914
12790,due to her,0.030954846727423407,0.8603411623475206,Not Significant,2.179856115107914
12791,and rhizotomy,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12792,the hips,0.0,1.0,Not Significant,0.7163120567375887
12793,find being,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12794,but notwithstanding her,0.0,1.0,Not Significant,inf
12795,had a long,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12796,disturbing to,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12797,reasonably well,0.0,1.0,Not Significant,inf
12798,pain and then,0.0,1.0,Not Significant,inf
12799,several epidural injections,0.0,1.0,Not Significant,0.7163120567375887
12800,with fairly classic,0.0,1.0,Not Significant,0.7163120567375887
12801,is only a,3.5587570263144186,0.05923207684482888,Not Significant,inf
12802,recommended to continue,0.0,1.0,Not Significant,inf
12803,some chiropractic care,0.0,1.0,Not Significant,0.7163120567375887
12804,march 12,0.0,1.0,Not Significant,inf
12805,march 2019,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12806,limb reflexes are,0.2292083414126816,0.6321114536516673,Not Significant,1.178060413354531
12807,and failure,0.030954846727423407,0.8603411623475206,Not Significant,2.179856115107914
12808,on a few,0.0,1.0,Not Significant,inf
12809,they are more,0.0,1.0,Not Significant,inf
12810,examination suggests,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12811,course of rehabilitation,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12812,therapy to,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12813,he tried,0.030954846727423407,0.8603411623475206,Not Significant,2.179856115107914
12814,breast cancer twice,0.0,1.0,Not Significant,inf
12815,taking clonazepam,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12816,can include,0.0,1.0,Not Significant,inf
12817,her work as,0.0,1.0,Not Significant,inf
12818,nature of,1.8068593515228961,0.17888543988830014,Not Significant,5.237037037037037
12819,in fact,1.4353643100432663,0.23089097141425874,Not Significant,inf
12820,currently working,2.153327962786619,0.14226123442610056,Not Significant,0.0
12821,therapy weekly and,0.0,1.0,Not Significant,0.7163120567375887
12822,study and will,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12823,april 2019 and,0.0,1.0,Not Significant,inf
12824,characterizes the,0.0,1.0,Not Significant,0.8941605839416058
12825,a fence builder,0.0,1.0,Not Significant,inf
12826,reports limited standing,0.23403653161881685,0.6285468203166699,Not Significant,inf
12827,and relates,0.0,1.0,Not Significant,inf
12828,retrolisthesis of l5,0.0,1.0,Not Significant,inf
12829,smith did,0.0,1.0,Not Significant,1.4428571428571428
12830,reported with lumbar,0.08388136974151478,0.7721048177986278,Not Significant,0.3546099290780142
12831,can include exercises,0.0,1.0,Not Significant,inf
12832,examination and i,4.71881655175167e-05,0.9945190834096732,Not Significant,1.4492753623188406
12833,quadriceps which,0.0,1.0,Not Significant,0.7163120567375887
12834,wisdom teeth,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12835,ehl which was,0.0,1.0,Not Significant,inf
12836,lateral foot,0.10983015658274958,0.7403375829953007,Not Significant,1.8248175182481752
12837,reports a,1.2297403183059639,0.2674575459184321,Not Significant,4.455882352941177
12838,symptoms are not,0.0,1.0,Not Significant,0.7163120567375887
12839,lumbar mri march,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12840,noted he,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12841,he was scheduled,0.23403653161881685,0.6285468203166699,Not Significant,inf
12842,tylenol or aleve,0.0,1.0,Not Significant,inf
12843,the proximal thighs,0.0,1.0,Not Significant,inf
12844,and position sense,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12845,july 27,0.0,1.0,Not Significant,inf
12846,root at,0.0,1.0,Not Significant,inf
12847,aquatherapy and chiropractic,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12848,factors could be,0.0,1.0,Not Significant,inf
12849,on several,0.0,1.0,Not Significant,inf
12850,and ulcer,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12851,and after exploring,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12852,are symptoms commensurate,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12853,attend the,0.0,1.0,Not Significant,inf
12854,epidural injection was,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12855,2019 reveals,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12856,therapy if,0.0,1.0,Not Significant,1.4428571428571428
12857,instructed to attend,0.0,1.0,Not Significant,inf
12858,in 2020,0.0,1.0,Not Significant,0.7163120567375887
12859,which has provided,0.0,1.0,Not Significant,inf
12860,health history reveals,0.04380005523336084,0.8342260516825205,Not Significant,0.708029197080292
12861,may also want,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12862,disturbs his,0.9134525187097302,0.33920002043905473,Not Significant,0.0
12863,component to,0.027730329365850532,0.8677443925184667,Not Significant,0.0
12864,leg symptomatology with,0.0,1.0,Not Significant,inf
