,Keyword,Chi-Square,P-Value,Association
22486,during the,0.0,1.0,Not Significant
22487,similar to when,0.0,1.0,Not Significant
22488,referring oakes,0.0,1.0,Not Significant
22489,statin smith,0.0,1.0,Not Significant
22490,iddm she,0.0,1.0,Not Significant
22491,if she,0.04380005523336084,0.8342260516825205,Not Significant
22492,including reported,0.027730329365850532,0.8677443925184667,Not Significant
22493,protrusion with severe,0.0,1.0,Not Significant
22494,lying down pain,0.0,1.0,Not Significant
22495,a steppage,0.027730329365850532,0.8677443925184667,Not Significant
22496,distance the,0.0,1.0,Not Significant
22497,the er at,0.0,1.0,Not Significant
22498,right foot upper,0.0,1.0,Not Significant
22499,heel he is,0.0,1.0,Not Significant
22500,arthritis 4 to,0.0,1.0,Not Significant
22501,may 1 there,0.0,1.0,Not Significant
22502,given lack of,0.027730329365850532,0.8677443925184667,Not Significant
22503,past without,0.0,1.0,Not Significant
22504,condition is addressed,0.0,1.0,Not Significant
22505,retrolisthesis at this,0.0,1.0,Not Significant
22506,the continuing symptoms,0.027730329365850532,0.8677443925184667,Not Significant
22507,with extraforaminal component,0.0,1.0,Not Significant
22508,am referring green,0.0,1.0,Not Significant
22509,pantoprazole other,0.0,1.0,Not Significant
22510,wait times can,0.7888576816579786,0.37444576110523364,Not Significant
22511,injections which help,0.027730329365850532,0.8677443925184667,Not Significant
22512,taking medications,0.0,1.0,Not Significant
22513,trial chiropractic,0.027730329365850532,0.8677443925184667,Not Significant
22514,was some reduced,0.0,1.0,Not Significant
22515,left lower extremity,0.7888576816579786,0.37444576110523364,Not Significant
22516,consent to,0.0,1.0,Not Significant
22517,joint blocks for,0.0,1.0,Not Significant
22518,scan smith continues,0.0,1.0,Not Significant
22519,allopurinol the pain,0.0,1.0,Not Significant
22520,outside the,0.027730329365850532,0.8677443925184667,Not Significant
22521,pain and weakness,0.0,1.0,Not Significant
22522,not having experienced,0.0,1.0,Not Significant
22523,dorsiflexion and left,0.0,1.0,Not Significant
22524,that had some,0.0,1.0,Not Significant
22525,a total,0.027730329365850532,0.8677443925184667,Not Significant
22526,injection and the,0.0,1.0,Not Significant
22527,a sleep aid,0.0,1.0,Not Significant
22528,inches weight,0.23403653161881685,0.6285468203166699,Not Significant
22529,perhaps smith i,0.0,1.0,Not Significant
22530,material in,0.0,1.0,Not Significant
22531,significant epidural,0.027730329365850532,0.8677443925184667,Not Significant
22532,protrusion smith,0.0,1.0,Not Significant
22533,bicycling as he,0.027730329365850532,0.8677443925184667,Not Significant
22534,obtained relief with,0.027730329365850532,0.8677443925184667,Not Significant
22535,current interventionalist i,0.0,1.0,Not Significant
22536,significant improvement and,0.0,1.0,Not Significant
22537,3 to 4,0.23403653161881685,0.6285468203166699,Not Significant
22538,mechanic for several,0.027730329365850532,0.8677443925184667,Not Significant
22539,she believes,0.0,1.0,Not Significant
22540,hospital on june,0.027730329365850532,0.8677443925184667,Not Significant
22541,sign hip,0.0,1.0,Not Significant
22542,mri elsewhere perhaps,0.0,1.0,Not Significant
22543,has not significantly,0.0,1.0,Not Significant
22544,is chronic for,0.0,1.0,Not Significant
22545,deficit reflexes are,0.0,1.0,Not Significant
22546,to work 4,0.0,1.0,Not Significant
22547,anterior of,0.027730329365850532,0.8677443925184667,Not Significant
22548,conus it is,0.0,1.0,Not Significant
22549,the knee and,0.0,1.0,Not Significant
22550,clinic she,0.0,1.0,Not Significant
22551,son she was,0.0,1.0,Not Significant
22552,slow but,0.0,1.0,Not Significant
22553,with lysis at,0.0,1.0,Not Significant
22554,mg glicazide,0.0,1.0,Not Significant
22555,and straight leg,0.0,1.0,Not Significant
22556,the first surgery,0.0,1.0,Not Significant
22557,tylenol for pain,0.027730329365850532,0.8677443925184667,Not Significant
22558,emg done his,0.0,1.0,Not Significant
22559,of hyper,0.08388136974151478,0.7721048177986278,Not Significant
22560,hypertension she has,0.0,1.0,Not Significant
22561,smith presents in,0.0,1.0,Not Significant
22562,performed april 22,0.0,1.0,Not Significant
22563,time i will,0.0,1.0,Not Significant
22564,claudicant symptoms thank,0.0,1.0,Not Significant
22565,autonomous zone,0.0,1.0,Not Significant
22566,cyanosis of,0.027730329365850532,0.8677443925184667,Not Significant
22567,kindly agreed to,0.027730329365850532,0.8677443925184667,Not Significant
22568,facet joints,0.0,1.0,Not Significant
22569,symptoms the,0.0,1.0,Not Significant
22570,exercises regularly he,0.0,1.0,Not Significant
22571,reported limited to,0.0,1.0,Not Significant
22572,aspect of the,0.08388136974151478,0.7721048177986278,Not Significant
22573,worsening at,0.0,1.0,Not Significant
22574,epidural steroid injection,0.027730329365850532,0.8677443925184667,Not Significant
22575,and celecoxib other,0.0,1.0,Not Significant
22576,on february 26,0.0,1.0,Not Significant
22577,performed september 8,0.9134525187097302,0.3392000204390548,Not Significant
22578,the pain has,4.71881655175167e-05,0.9945190834096732,Not Significant
22579,for surgical opinion,0.027730329365850532,0.8677443925184667,Not Significant
22580,right brachial,0.0,1.0,Not Significant
22581,reporting left leg,0.0,1.0,Not Significant
22582,hypertension she used,0.0,1.0,Not Significant
22583,although she is,0.23403653161881685,0.6285468203166699,Not Significant
22584,that are fairly,0.0,1.0,Not Significant
22585,diminished at the,0.027730329365850532,0.8677443925184667,Not Significant
22586,completely disabled and,0.027730329365850532,0.8677443925184667,Not Significant
22587,right sided back,0.027730329365850532,0.8677443925184667,Not Significant
22588,at home she,0.0,1.0,Not Significant
22589,a cane to,0.0,1.0,Not Significant
22590,candidate however he,0.0,1.0,Not Significant
22591,starts in,0.0,1.0,Not Significant
22592,is on,2.1113944829092155,0.1462060335254964,Not Significant
22593,in the reception,0.0,1.0,Not Significant
22594,normal a lumbar,0.0,1.0,Not Significant
22595,amlodipine hydrochlorothiazide,0.0,1.0,Not Significant
22596,exercises but is,0.0,1.0,Not Significant
22597,of treatment would,0.0,1.0,Not Significant
22598,indicate he can,0.0,1.0,Not Significant
22599,than right leg,0.0,1.0,Not Significant
22600,degenerative changes to,0.0,1.0,Not Significant
22601,of symptoms impact,0.0,1.0,Not Significant
22602,is taking hydromorphone,0.9134525187097302,0.3392000204390548,Not Significant
22603,not improving chiropractic,0.0,1.0,Not Significant
22604,uses a,2.8324696351890655,0.09237620514067671,Not Significant
22605,he will,0.0,1.0,Not Significant
22606,is advanced degenerative,0.0,1.0,Not Significant
22607,consultation is,0.0,1.0,Not Significant
22608,and migraine headaches,0.0,1.0,Not Significant
22609,there is significantly,0.0,1.0,Not Significant
22610,include and,0.0,1.0,Not Significant
22611,remote past and,0.0,1.0,Not Significant
22612,his bowel or,0.030954846727423407,0.8603411623475206,Not Significant
22613,sided sciatica,0.0,1.0,Not Significant
22614,but is currently,0.9134525187097302,0.3392000204390548,Not Significant
22615,have concomitantly,0.027730329365850532,0.8677443925184667,Not Significant
22616,lumbar mri to,0.027730329365850532,0.8677443925184667,Not Significant
22617,and standing and,0.0,1.0,Not Significant
22618,27 2022,0.0,1.0,Not Significant
22619,is intermittent described,0.0,1.0,Not Significant
22620,physical therapy helped,0.0,1.0,Not Significant
22621,17 he,0.0,1.0,Not Significant
22622,he had an,0.7888576816579786,0.37444576110523364,Not Significant
22623,essential hypertension there,0.0,1.0,Not Significant
22624,are seasonal,0.0,1.0,Not Significant
22625,and related to,0.23403653161881685,0.6285468203166699,Not Significant
22626,improved with time,0.027730329365850532,0.8677443925184667,Not Significant
22627,include smith diclofenac,0.0,1.0,Not Significant
22628,changes to there,0.0,1.0,Not Significant
22629,to be facet,0.0,1.0,Not Significant
22630,including reported weakness,0.027730329365850532,0.8677443925184667,Not Significant
22631,weakness to this,0.0,1.0,Not Significant
22632,intramuscular in serbia,0.0,1.0,Not Significant
22633,physical therapy he,0.0,1.0,Not Significant
22634,consistent with neurogenic,2.122251533650175,0.14517298962461925,Not Significant
22635,well as a,0.0,1.0,Not Significant
22636,to help,0.012884468659748462,0.9096264150998227,Not Significant
22637,his chores at,0.0,1.0,Not Significant
22638,acral as,0.0,1.0,Not Significant
22639,may 26 2022,0.0,1.0,Not Significant
22640,chance for,0.0,1.0,Not Significant
22641,are upgoing,0.0,1.0,Not Significant
22642,i anticipate her,0.0,1.0,Not Significant
22643,and improved his,0.0,1.0,Not Significant
22644,bilateral l5,0.0,1.0,Not Significant
22645,mri at,0.1409721764832986,0.7073164438110074,Not Significant
22646,weakness with prolonged,0.23403653161881685,0.6285468203166699,Not Significant
22647,and lyrica 50,0.027730329365850532,0.8677443925184667,Not Significant
22648,gnmi there is,0.0,1.0,Not Significant
22649,and achilles bilaterally,0.044453696011491274,0.8330117722107162,Not Significant
22650,6 months given,0.0,1.0,Not Significant
22651,to respond to,0.4413845001682325,0.50645497199305,Not Significant
22652,with sitting smith,0.0,1.0,Not Significant
22653,this i,5.569142706639255,0.018279708465794353,Significant
22654,has tried acupuncture,0.0,1.0,Not Significant
22655,reveals concordant right,0.027730329365850532,0.8677443925184667,Not Significant
22656,repair medications include,0.0,1.0,Not Significant
22657,but reports,0.0,1.0,Not Significant
22658,little with,0.0,1.0,Not Significant
22659,displacement given,0.0,1.0,Not Significant
22660,1 inches,0.0,1.0,Not Significant
22661,on a request,0.0,1.0,Not Significant
22662,in the posterior,0.23403653161881685,0.6285468203166699,Not Significant
22663,was required the,0.0,1.0,Not Significant
22664,helps massage,0.0,1.0,Not Significant
22665,positive femoral,0.0,1.0,Not Significant
22666,walk on a,0.0,1.0,Not Significant
22667,thoracic ct scan,0.0,1.0,Not Significant
22668,recently but does,0.0,1.0,Not Significant
22669,is multilevel spinal,0.0,1.0,Not Significant
22670,but is reporting,0.0,1.0,Not Significant
22671,a far lateral,0.027730329365850532,0.8677443925184667,Not Significant
22672,had returned,0.0,1.0,Not Significant
22673,monthly but,0.0,1.0,Not Significant
22674,her hand she,0.0,1.0,Not Significant
22675,need for with,0.0,1.0,Not Significant
22676,twice per,0.027730329365850532,0.8677443925184667,Not Significant
22677,support his,0.0,1.0,Not Significant
22678,150 mg,0.030954846727423407,0.8603411623475206,Not Significant
22679,april 2021,0.23403653161881685,0.6285468203166699,Not Significant
22680,cymbalta 60,0.027730329365850532,0.8677443925184667,Not Significant
22681,children ages 4,0.0,1.0,Not Significant
22682,concurrently i,0.0,1.0,Not Significant
22683,osteopathy were,0.027730329365850532,0.8677443925184667,Not Significant
22684,and occasional numbness,0.027730329365850532,0.8677443925184667,Not Significant
22685,13 the cardinal,0.0,1.0,Not Significant
22686,sharp he does,0.0,1.0,Not Significant
22687,surgeries include hysterectomy,0.0,1.0,Not Significant
22688,area physical,0.0,1.0,Not Significant
22689,burning in her,0.0,1.0,Not Significant
22690,lumbar spine at,0.027730329365850532,0.8677443925184667,Not Significant
22691,torso he,0.0,1.0,Not Significant
22692,access hip,0.23403653161881685,0.6285468203166699,Not Significant
22693,recovery has,0.0,1.0,Not Significant
22694,with pulsed,0.027730329365850532,0.8677443925184667,Not Significant
22695,calcium sollifenacin,0.0,1.0,Not Significant
22696,noted on personal,0.0,1.0,Not Significant
22697,taking pain relieving,0.0,1.0,Not Significant
22698,months on august,0.0,1.0,Not Significant
22699,her buttock in,0.0,1.0,Not Significant
22700,left is,0.0,1.0,Not Significant
22701,major trauma,0.0,1.0,Not Significant
22702,right slr hip,0.0,1.0,Not Significant
22703,irritation however,0.0,1.0,Not Significant
22704,c4 given the,0.0,1.0,Not Significant
22705,standing tend to,0.0,1.0,Not Significant
22706,care he was,0.0,1.0,Not Significant
22707,sees a chiropractor,0.027730329365850532,0.8677443925184667,Not Significant
22708,july 28 2021,0.0,1.0,Not Significant
22709,difficulties there are,0.0,1.0,Not Significant
22710,changes of endplates,0.0,1.0,Not Significant
22711,status post right,0.027730329365850532,0.8677443925184667,Not Significant
22712,and had epidural,0.0,1.0,Not Significant
22713,functional limitations duration,0.0,1.0,Not Significant
22714,of the spinal,0.23403653161881685,0.6285468203166699,Not Significant
22715,anesthesia she relates,0.0,1.0,Not Significant
22716,foraminal stenosis at,1.754983321691006,0.18525148390626683,Not Significant
22717,and s1,0.9021754797792603,0.34219905409498236,Not Significant
22718,into his,0.0,1.0,Not Significant
22719,general is essentially,0.027730329365850532,0.8677443925184667,Not Significant
22720,attended for chiropractic,0.0,1.0,Not Significant
22721,impression remains,0.10983015658274958,0.7403375829953007,Not Significant
22722,acupuncture without significant,0.027730329365850532,0.8677443925184667,Not Significant
22723,mri scheduled for,0.027730329365850532,0.8677443925184667,Not Significant
22724,improved his walking,0.027730329365850532,0.8677443925184667,Not Significant
22725,had recent intramuscular,0.0,1.0,Not Significant
22726,aquatherapy thank,0.0,1.0,Not Significant
22727,and traction,0.0,1.0,Not Significant
22728,competitive cyclist and,0.027730329365850532,0.8677443925184667,Not Significant
22729,is concern,0.08388136974151478,0.7721048177986278,Not Significant
22730,the mri the,0.0,1.0,Not Significant
22731,any abnormalities,0.0,1.0,Not Significant
22732,chiropractic care were,0.0,1.0,Not Significant
22733,he recommended this,0.0,1.0,Not Significant
22734,gabapentin along,0.0,1.0,Not Significant
22735,this and,0.7556007346167581,0.3847087776782062,Not Significant
22736,symptoms are debilitating,0.027730329365850532,0.8677443925184667,Not Significant
22737,fusion is,0.0,1.0,Not Significant
22738,cane for,0.0,1.0,Not Significant
22739,prescribed exercises she,0.0,1.0,Not Significant
22740,and mri,0.01739026712755921,0.8950854077530828,Not Significant
22741,for a transforaminal,0.0,1.0,Not Significant
22742,herself to void,0.0,1.0,Not Significant
22743,urgency he,0.0,1.0,Not Significant
22744,along the feet,0.0,1.0,Not Significant
22745,while she is,0.0,1.0,Not Significant
22746,at the biceps,0.0,1.0,Not Significant
22747,day but he,0.0,1.0,Not Significant
22748,which i,0.42039252293180407,0.516741247926543,Not Significant
22749,the hip,1.6682083476327643,0.19649868345728247,Not Significant
22750,was working,0.0,1.0,Not Significant
22751,hernia medications,0.0,1.0,Not Significant
22752,sacroiliac joint hip,0.0,1.0,Not Significant
22753,traveled as,0.0,1.0,Not Significant
22754,relief as well,0.0,1.0,Not Significant
22755,pain she may,0.0,1.0,Not Significant
22756,himself ambulate,0.0,1.0,Not Significant
22757,ivf at there,0.0,1.0,Not Significant
22758,smith is,4.992908406085402,0.02545139622982184,Significant
22759,difficulty power,0.0,1.0,Not Significant
22760,were muscle tone,0.0,1.0,Not Significant
22761,supports there,0.0,1.0,Not Significant
22762,anemia and smith,0.0,1.0,Not Significant
22763,him to with,0.0,1.0,Not Significant
22764,raising on the,0.0,1.0,Not Significant
22765,anterior list,1.4353643100432663,0.23089097141425874,Not Significant
22766,to spinal canal,0.0,1.0,Not Significant
22767,and needles sensation,0.0,1.0,Not Significant
22768,that in,0.0,1.0,Not Significant
22769,bilaterally the physical,0.0,1.0,Not Significant
22770,about a half,0.027730329365850532,0.8677443925184667,Not Significant
22771,i anticipate,0.0,1.0,Not Significant
22772,the stenotic changes,0.0,1.0,Not Significant
22773,she reports to,0.23403653161881685,0.6285468203166699,Not Significant
22774,achilles bilaterally muscle,0.0,1.0,Not Significant
22775,conservative measures along,0.0,1.0,Not Significant
22776,very limited,0.04380005523336084,0.8342260516825205,Not Significant
22777,do dishes,0.0,1.0,Not Significant
22778,fact the level,0.0,1.0,Not Significant
22779,protrusion there,0.0,1.0,Not Significant
22780,she had some,0.23403653161881685,0.6285468203166699,Not Significant
22781,doing home based,0.0,1.0,Not Significant
22782,ages 4,0.0,1.0,Not Significant
22783,that some of,0.0,1.0,Not Significant
22784,than about,0.0,1.0,Not Significant
22785,ache or,0.0,1.0,Not Significant
22786,burning sensation more,0.0,1.0,Not Significant
22787,calf which,0.0,1.0,Not Significant
22788,was a the,0.0,1.0,Not Significant
22789,include exercises modalities,0.0,1.0,Not Significant
22790,is positive straight,0.0,1.0,Not Significant
22791,her face she,0.0,1.0,Not Significant
22792,worsening leg heaviness,0.0,1.0,Not Significant
22793,well as ongoing,0.0,1.0,Not Significant
22794,son she presents,0.0,1.0,Not Significant
22795,to facilitate,0.0,1.0,Not Significant
22796,for hypothyroidism hypertension,0.0,1.0,Not Significant
22797,experiencing l5 radiculopathy,0.0,1.0,Not Significant
22798,to codeine he,0.0,1.0,Not Significant
22799,calcified for her,0.0,1.0,Not Significant
22800,is a his,0.0,1.0,Not Significant
22801,for smith,0.0,1.0,Not Significant
22802,flexion is,0.7888576816579786,0.37444576110523364,Not Significant
22803,april she had,0.0,1.0,Not Significant
22804,junction smith presents,0.0,1.0,Not Significant
22805,her great,0.027730329365850532,0.8677443925184667,Not Significant
22806,a s1 radiculopathy,0.0,1.0,Not Significant
22807,exercises without significant,0.0,1.0,Not Significant
22808,findings and that,0.027730329365850532,0.8677443925184667,Not Significant
22809,and moderate right,0.0,1.0,Not Significant
22810,reveals a reciprocal,0.0,1.0,Not Significant
22811,physician consider requisitioning,0.0,1.0,Not Significant
22812,2022 do,0.0,1.0,Not Significant
22813,for neurological consultation,0.0,1.0,Not Significant
22814,disabling lower back,0.9134525187097302,0.3392000204390548,Not Significant
22815,taking diclofenac,0.0,1.0,Not Significant
22816,feet the symptoms,0.0,1.0,Not Significant
22817,arm she is,0.0,1.0,Not Significant
22818,conservative measures examination,0.0,1.0,Not Significant
22819,ehl muscle tone,0.0,1.0,Not Significant
22820,rest symptoms do,0.0,1.0,Not Significant
22821,remains disabling i,0.0,1.0,Not Significant
22822,severe degenerative,0.0,1.0,Not Significant
22823,quite a,0.027730329365850532,0.8677443925184667,Not Significant
22824,has had both,0.027730329365850532,0.8677443925184667,Not Significant
22825,interim thank you,0.0,1.0,Not Significant
22826,occasional tingling,0.0,1.0,Not Significant
22827,as smith to,0.0,1.0,Not Significant
22828,opinion for his,0.0,1.0,Not Significant
22829,to see if,0.19838170973216562,0.6560302663275008,Not Significant
22830,reveal neurogenic,0.0,1.0,Not Significant
22831,are within normal,0.7893012239532537,0.3743115036783681,Not Significant
22832,therapist about,0.0,1.0,Not Significant
22833,continues with exercises,0.0,1.0,Not Significant
22834,protrusion and compromise,0.027730329365850532,0.8677443925184667,Not Significant
22835,pain previous,0.0,1.0,Not Significant
22836,on her symptoms,0.0,1.0,Not Significant
22837,progressive weakness,0.0,1.0,Not Significant
22838,pain smith should,0.0,1.0,Not Significant
22839,and leg pains,0.0,1.0,Not Significant
22840,symptoms thank,0.0,1.0,Not Significant
22841,lower leg,0.0,1.0,Not Significant
22842,claudication rather i,0.0,1.0,Not Significant
22843,no significant hip,0.027730329365850532,0.8677443925184667,Not Significant
22844,in 2020,0.0,1.0,Not Significant
22845,same there is,0.0,1.0,Not Significant
22846,myelopathy muscle,0.0,1.0,Not Significant
22847,and a grade,0.0,1.0,Not Significant
22848,finding of disc,0.027730329365850532,0.8677443925184667,Not Significant
22849,present since,0.0,1.0,Not Significant
22850,fracture of his,0.0,1.0,Not Significant
22851,april 21,0.0,1.0,Not Significant
22852,pain medication medicine,0.0,1.0,Not Significant
22853,of right hip,0.0,1.0,Not Significant
22854,bid and gabapentin,0.0,1.0,Not Significant
22855,june 11,0.0,1.0,Not Significant
22856,spine for up,0.0,1.0,Not Significant
22857,collapse i requisitioned,0.0,1.0,Not Significant
22858,is taking smith,0.027730329365850532,0.8677443925184667,Not Significant
22859,she was,0.9929494634236848,0.3190225667861234,Not Significant
22860,disc protrusion at,11.41089206809484,0.0007301476357650579,Significant
22861,doing much in,2.153327962786619,0.14226123442610045,Not Significant
22862,and heaviness the,0.0,1.0,Not Significant
22863,experienced any substantive,0.0,1.0,Not Significant
22864,neurologically intact with,0.0,1.0,Not Significant
22865,not typical,0.0,1.0,Not Significant
22866,bilaterally was graded,0.0,1.0,Not Significant
22867,broad based,0.0,1.0,Not Significant
22868,than hypothyroidism,0.0,1.0,Not Significant
22869,pain levels can,0.0,1.0,Not Significant
22870,have helped a,0.0,1.0,Not Significant
22871,be declining the,0.0,1.0,Not Significant
22872,consultation i did,0.0,1.0,Not Significant
22873,still golf but,0.0,1.0,Not Significant
22874,hysterectomy smith,0.0,1.0,Not Significant
22875,given to an,0.027730329365850532,0.8677443925184667,Not Significant
22876,reports difficulty,0.0,1.0,Not Significant
22877,avoid prolonged standing,0.027730329365850532,0.8677443925184667,Not Significant
22878,nerve root irritation,2.2221702425506384,0.1360417075144915,Not Significant
22879,smith is attending,0.0,1.0,Not Significant
22880,rittenhouse is a,0.0,1.0,Not Significant
22881,to the findings,0.0,1.0,Not Significant
22882,changes smith presents,0.0,1.0,Not Significant
22883,may 18 the,0.0,1.0,Not Significant
22884,hysterectomy inguinal,0.0,1.0,Not Significant
22885,nature given,0.0,1.0,Not Significant
22886,coccydynia she,0.0,1.0,Not Significant
22887,him today including,0.0,1.0,Not Significant
22888,taking hydromorphone and,0.027730329365850532,0.8677443925184667,Not Significant
22889,22 2022 and,0.0,1.0,Not Significant
22890,about progressive left,0.027730329365850532,0.8677443925184667,Not Significant
22891,12 the most,0.0,1.0,Not Significant
22892,not report his,0.0,1.0,Not Significant
22893,am i am,0.0,1.0,Not Significant
22894,scoliosis and facet,0.0,1.0,Not Significant
22895,complex increased pain,0.0,1.0,Not Significant
22896,includes fibromyalgia,0.0,1.0,Not Significant
22897,14 she was,0.0,1.0,Not Significant
22898,currently working full,0.027730329365850532,0.8677443925184667,Not Significant
22899,a heaviness,0.0,1.0,Not Significant
22900,him again,0.0,1.0,Not Significant
22901,walking reflexes,0.0,1.0,Not Significant
22902,niagara general there,0.0,1.0,Not Significant
22903,with lifting she,0.0,1.0,Not Significant
22904,it as more,0.0,1.0,Not Significant
22905,normal limits and,10.537417889691088,0.0011698173996266199,Significant
22906,she might,0.0,1.0,Not Significant
22907,16 2020 and,0.0,1.0,Not Significant
22908,every three,0.0,1.0,Not Significant
22909,consultation with,0.6564451386971066,0.417817755335012,Not Significant
22910,difficulties i am,0.0,1.0,Not Significant
22911,in the accompaniment,0.0,1.0,Not Significant
22912,limited walking ability,0.0,1.0,Not Significant
22913,knee he,0.0,1.0,Not Significant
22914,and milodrine 5,0.0,1.0,Not Significant
22915,be facet incompetence,0.0,1.0,Not Significant
22916,chiro or,0.0,1.0,Not Significant
22917,difficulty performing,0.0,1.0,Not Significant
22918,view of his,2.8324696351890655,0.09237620514067671,Not Significant
22919,with sitting there,0.0,1.0,Not Significant
22920,root tension signs,3.0792216344826127,0.07929846776435281,Not Significant
22921,agree that surgery,0.027730329365850532,0.8677443925184667,Not Significant
22922,include baclofen naproxen,0.0,1.0,Not Significant
22923,february 5 the,0.0,1.0,Not Significant
22924,femoral artery,0.027730329365850532,0.8677443925184667,Not Significant
22925,and he relates,1.4353643100432663,0.23089097141425874,Not Significant
22926,gmi there,0.0,1.0,Not Significant
22927,the left and,0.030954846727423407,0.8603411623475206,Not Significant
22928,functioning she,0.0,1.0,Not Significant
22929,possibly increasing the,0.0,1.0,Not Significant
22930,reveals asthma,0.0,1.0,Not Significant
22931,blocks as well,0.0,1.0,Not Significant
22932,changes in view,0.0,1.0,Not Significant
22933,tolerance hoffmans passive,0.0,1.0,Not Significant
22934,sleep aid perhaps,0.0,1.0,Not Significant
22935,limb symptoms she,0.0,1.0,Not Significant
22936,that some therapy,0.0,1.0,Not Significant
22937,abnormality muscle,0.0,1.0,Not Significant
22938,tension signs of,0.0,1.0,Not Significant
22939,little he relates,0.0,1.0,Not Significant
22940,seeing a chiropractor,0.0,1.0,Not Significant
22941,the right s1,0.19902654114477547,0.6555077439181216,Not Significant
22942,long i have,0.0,1.0,Not Significant
22943,any significant improvement,0.0,1.0,Not Significant
22944,she is taking,0.1733365974882891,0.6771633336987573,Not Significant
22945,relief smith continues,0.0,1.0,Not Significant
22946,ct guided,0.0,1.0,Not Significant
22947,her ambulate there,0.0,1.0,Not Significant
22948,symptoms had,0.027730329365850532,0.8677443925184667,Not Significant
22949,to do exercises,0.23403653161881685,0.6285468203166699,Not Significant
22950,16 2022,0.0,1.0,Not Significant
22951,of motion of,0.08388136974151478,0.7721048177986278,Not Significant
22952,had treatment in,0.027730329365850532,0.8677443925184667,Not Significant
22953,in his,0.007774715385337915,0.9297381063920489,Not Significant
22954,acute in,0.0,1.0,Not Significant
22955,packs helpful smith,0.0,1.0,Not Significant
22956,a fusion,0.0,1.0,Not Significant
22957,concern regarding cervical,0.0,1.0,Not Significant
22958,these seem,0.0,1.0,Not Significant
22959,in 2021 with,0.0,1.0,Not Significant
22960,a walker he,0.0,1.0,Not Significant
22961,normal limits bilaterally,0.0,1.0,Not Significant
22962,had prior,0.19838170973216562,0.6560302663275008,Not Significant
22963,injections he,0.027730329365850532,0.8677443925184667,Not Significant
22964,she should speak,0.0,1.0,Not Significant
22965,have bilateral knee,0.0,1.0,Not Significant
22966,the time that,0.0,1.0,Not Significant
22967,tylenol prn he,0.0,1.0,Not Significant
22968,august the,0.0,1.0,Not Significant
22969,and osteopathy her,0.0,1.0,Not Significant
22970,gastrointestinal upset,0.0,1.0,Not Significant
22971,thigh pain my,0.0,1.0,Not Significant
22972,laparoscopies on,0.0,1.0,Not Significant
22973,she is osteopenic,0.0,1.0,Not Significant
22974,sometimes sharp and,0.027730329365850532,0.8677443925184667,Not Significant
22975,exercises clonus,0.0,1.0,Not Significant
22976,performed march 1,0.012884468659748462,0.9096264150998227,Not Significant
22977,to travel he,0.0,1.0,Not Significant
22978,is some canal,0.23403653161881685,0.6285468203166699,Not Significant
22979,pain which resolved,0.027730329365850532,0.8677443925184667,Not Significant
22980,foci of,0.027730329365850532,0.8677443925184667,Not Significant
22981,all dermatomes,0.8394467466087117,0.3595550495030152,Not Significant
22982,to consider medial,0.0,1.0,Not Significant
22983,gabapentin would provide,0.0,1.0,Not Significant
22984,20 years ago,0.0,1.0,Not Significant
22985,candidacy for,0.23403653161881685,0.6285468203166699,Not Significant
22986,findings are commensurate,1.2044608276732474,0.2724319220037903,Not Significant
22987,significant functional decline,0.0,1.0,Not Significant
22988,rabeprazole risendronate,0.0,1.0,Not Significant
22989,clonus smith,0.0,1.0,Not Significant
22990,wheelchair he,0.0,1.0,Not Significant
22991,left radicular symptoms,0.027730329365850532,0.8677443925184667,Not Significant
22992,is doing,0.10983015658274958,0.7403375829953007,Not Significant
22993,patients with leg,0.027730329365850532,0.8677443925184667,Not Significant
22994,acupuncture on a,0.0,1.0,Not Significant
22995,november 2021 although,0.0,1.0,Not Significant
22996,dorsiflexion at,0.0,1.0,Not Significant
22997,protrusion at in,0.0,1.0,Not Significant
22998,a small left,0.0,1.0,Not Significant
22999,be active within,0.0,1.0,Not Significant
23000,foot drop in,0.0,1.0,Not Significant
23001,pain she characterizes,0.0,1.0,Not Significant
23002,his right wrist,0.0,1.0,Not Significant
23003,lbs he stood,0.0,1.0,Not Significant
23004,care in 2016,0.027730329365850532,0.8677443925184667,Not Significant
23005,paresthesia and heaviness,0.0,1.0,Not Significant
23006,bunions are noted,0.027730329365850532,0.8677443925184667,Not Significant
23007,walk the findings,0.0,1.0,Not Significant
23008,migration of disc,0.0,1.0,Not Significant
23009,chiropractic manual,0.027730329365850532,0.8677443925184667,Not Significant
23010,recent right hip,0.027730329365850532,0.8677443925184667,Not Significant
23011,into his foot,0.0,1.0,Not Significant
23012,about a day,0.0,1.0,Not Significant
23013,antibiotics and,0.0,1.0,Not Significant
23014,involved in,0.0,1.0,Not Significant
23015,should he experience,0.0,1.0,Not Significant
23016,tandem walk and,0.0,1.0,Not Significant
23017,exercises help,0.23403653161881685,0.6285468203166699,Not Significant
23018,pain along,0.0,1.0,Not Significant
23019,a manually,0.0,1.0,Not Significant
23020,left with,1.4353643100432663,0.23089097141425874,Not Significant
23021,the mri thank,0.0,1.0,Not Significant
23022,legs is likely,0.0,1.0,Not Significant
23023,encouraged her to,0.0014361041701555408,0.9697706301312097,Not Significant
23024,antalgia there is,0.0,1.0,Not Significant
23025,185 lbs he,0.0,1.0,Not Significant
23026,candidate surgery,0.0,1.0,Not Significant
